order_item_id,freight_value,order_status,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,purchase_year,purchase_month,purchase_day,purchase_weekday,product_volume
1,20.05,2,12,54.0,2125.0,1.0,1600.0,21.0,21.0,21.0,2017,5,11,3,9261.0
2,17.88,2,33,41.0,1343.0,1.0,4463.0,44.0,35.0,32.0,2017,9,19,1,49280.0
1,1.2,2,41,43.0,369.0,2.0,600.0,38.0,16.0,25.0,2017,1,30,0,15200.0
1,13.21,2,14,48.0,472.0,1.0,1420.0,47.0,9.0,38.0,2017,2,9,3,16074.0
1,339.59,2,73,59.0,649.0,1.0,25250.0,68.0,66.0,66.0,2018,7,29,6,296208.0
2,14.81,2,44,56.0,2083.0,7.0,800.0,40.0,30.0,30.0,2018,5,12,5,36000.0
1,21.8,2,12,52.0,913.0,3.0,593.0,30.0,13.0,16.0,2018,8,2,3,6240.0
1,12.11,2,33,30.0,451.0,2.0,1300.0,30.0,10.0,25.0,2018,2,17,5,7500.0
1,18.19,2,45,38.0,209.0,1.0,1033.0,31.0,17.0,22.0,2017,10,11,2,11594.0
1,30.23,2,41,52.0,1292.0,7.0,1900.0,17.0,13.0,31.0,2017,10,17,1,6851.0
1,16.79,2,60,59.0,276.0,2.0,550.0,66.0,12.0,12.0,2017,7,4,1,9504.0
1,20.69,2,67,28.0,164.0,1.0,510.0,19.0,11.0,15.0,2018,7,2,0,3135.0
1,15.38,2,45,59.0,2574.0,1.0,325.0,21.0,21.0,21.0,2017,6,14,2,9261.0
1,15.12,2,63,40.0,3863.0,1.0,150.0,16.0,8.0,20.0,2017,12,22,4,2560.0
2,12.66,2,63,31.0,355.0,1.0,448.0,22.0,17.0,17.0,2017,4,1,5,6358.0
2,22.14,2,73,53.0,1164.0,1.0,150.0,25.0,10.0,20.0,2018,7,31,1,5000.0
1,26.64,2,10,52.0,341.0,2.0,7900.0,45.0,25.0,45.0,2018,5,7,0,50625.0
1,18.49,2,67,54.0,335.0,4.0,250.0,16.0,2.0,11.0,2018,7,23,0,352.0
1,17.6,2,73,58.0,782.0,1.0,3100.0,30.0,40.0,40.0,2018,2,5,0,48000.0
1,19.04,2,67,60.0,193.0,3.0,200.0,16.0,2.0,11.0,2018,3,17,5,352.0
1,17.6,2,41,58.0,340.0,2.0,1500.0,30.0,22.0,30.0,2018,1,6,5,19800.0
1,9.48,2,33,53.0,847.0,2.0,600.0,33.0,5.0,16.0,2017,11,10,4,2640.0
1,33.03,2,12,54.0,1131.0,3.0,5300.0,30.0,24.0,38.0,2018,1,23,1,27360.0
1,15.1,2,14,54.0,209.0,1.0,550.0,16.0,10.0,16.0,2018,1,21,6,2560.0
1,21.18,2,33,42.0,636.0,1.0,1700.0,41.0,10.0,35.0,2017,9,4,0,14350.0
1,22.18,2,22,59.0,270.0,4.0,450.0,25.0,10.0,20.0,2018,7,26,3,5000.0
1,8.88,2,14,55.0,392.0,1.0,1450.0,20.0,30.0,26.0,2018,5,14,0,15600.0
1,15.23,2,45,51.0,872.0,6.0,145.0,16.0,9.0,13.0,2018,7,12,3,1872.0
2,7.78,2,34,54.0,267.0,1.0,250.0,16.0,10.0,12.0,2017,7,9,6,1920.0
1,8.47,2,4,48.0,135.0,1.0,500.0,50.0,6.0,20.0,2018,5,11,4,6000.0
1,15.38,2,14,57.0,542.0,2.0,11700.0,40.0,20.0,30.0,2018,5,12,5,24000.0
1,13.64,2,60,59.0,246.0,3.0,7700.0,60.0,20.0,29.0,2018,1,11,3,34800.0
1,29.98,2,33,52.0,1005.0,5.0,17600.0,45.0,20.0,97.0,2017,12,8,4,87300.0
1,13.25,2,33,31.0,236.0,2.0,1250.0,60.0,15.0,15.0,2017,11,3,4,13500.0
1,14.62,2,13,40.0,618.0,4.0,300.0,16.0,7.0,11.0,2017,4,14,4,1232.0
1,29.05,2,60,60.0,868.0,1.0,10150.0,44.0,34.0,21.0,2017,10,30,0,31416.0
1,9.24,2,32,44.0,860.0,3.0,895.0,24.0,14.0,15.0,2018,7,6,4,5040.0
1,19.79,2,12,48.0,594.0,1.0,1850.0,24.0,36.0,23.0,2017,7,24,0,19872.0
1,18.23,2,9,55.0,450.0,4.0,63.0,21.0,2.0,15.0,2018,8,16,3,630.0
1,13.96,2,33,60.0,1358.0,7.0,2150.0,42.0,10.0,22.0,2017,9,30,5,9240.0
1,17.21,2,45,52.0,2515.0,1.0,188.0,20.0,16.0,15.0,2018,2,26,0,4800.0
2,12.89,2,55,46.0,490.0,2.0,1350.0,30.0,20.0,20.0,2017,11,17,4,12000.0
1,11.92,2,34,41.0,805.0,1.0,100.0,17.0,3.0,12.0,2017,11,21,1,612.0
1,51.05,2,43,49.0,326.0,1.0,250.0,20.0,20.0,20.0,2018,7,30,0,8000.0
1,19.45,2,3,44.0,664.0,1.0,650.0,16.0,10.0,11.0,2018,6,21,3,1760.0
1,16.48,2,31,39.0,2154.0,3.0,100.0,20.0,5.0,12.0,2017,3,3,4,1200.0
1,12.03,2,4,48.0,1232.0,1.0,1700.0,65.0,6.0,50.0,2018,5,10,3,19500.0
1,9.12,2,45,51.0,2025.0,2.0,350.0,20.0,5.0,20.0,2017,8,11,4,2000.0
1,12.52,2,67,35.0,591.0,3.0,444.0,20.0,14.0,16.0,2017,10,22,6,4480.0
1,7.58,3,48,53.0,568.0,1.0,300.0,25.0,2.0,30.0,2018,7,11,2,1500.0
1,17.63,2,33,56.0,819.0,4.0,175.0,17.0,10.0,13.0,2018,2,26,0,2210.0
1,12.83,2,67,27.0,178.0,1.0,314.0,18.0,11.0,14.0,2018,1,18,3,2772.0
1,16.68,2,33,42.0,277.0,1.0,1147.0,25.0,21.0,19.0,2017,9,5,1,9975.0
1,14.1,2,71,38.0,2276.0,5.0,400.0,18.0,13.0,18.0,2018,2,22,3,4212.0
1,7.78,2,50,46.0,769.0,2.0,150.0,22.0,2.0,15.0,2017,8,31,3,660.0
1,15.48,2,12,34.0,905.0,2.0,450.0,18.0,13.0,13.0,2017,7,5,2,3042.0
1,43.02,2,14,54.0,245.0,1.0,1383.0,50.0,10.0,40.0,2018,1,11,3,20000.0
1,11.84,2,14,58.0,2375.0,6.0,1400.0,30.0,20.0,26.0,2017,4,11,1,15600.0
1,16.39,2,55,56.0,701.0,5.0,750.0,30.0,30.0,11.0,2017,9,7,3,9900.0
1,16.08,2,12,53.0,3734.0,5.0,538.0,23.0,12.0,34.0,2017,7,29,5,9384.0
1,13.96,2,14,53.0,327.0,1.0,13483.0,48.0,29.0,40.0,2017,8,21,0,55680.0
1,18.35,2,12,51.0,781.0,2.0,150.0,35.0,2.0,26.0,2018,6,29,4,1820.0
1,13.9,2,14,56.0,262.0,1.0,2000.0,45.0,15.0,35.0,2017,8,25,4,23625.0
1,34.2,2,56,54.0,1094.0,1.0,7513.0,53.0,62.0,26.0,2017,7,17,0,85436.0
2,28.04,2,73,30.0,622.0,1.0,5950.0,33.0,26.0,33.0,2018,5,28,0,28314.0
1,23.16,2,14,51.0,385.0,2.0,2500.0,47.0,21.0,41.0,2017,1,25,2,40467.0
1,18.05,2,12,26.0,394.0,1.0,1614.0,31.0,16.0,28.0,2018,6,25,0,13888.0
1,15.1,2,21,54.0,324.0,1.0,300.0,18.0,2.0,12.0,2017,5,16,1,432.0
1,19.4,2,45,57.0,991.0,1.0,100.0,16.0,18.0,16.0,2018,3,15,3,4608.0
1,16.11,2,13,42.0,53.0,3.0,600.0,40.0,10.0,25.0,2017,8,29,1,10000.0
1,15.1,2,45,52.0,644.0,4.0,338.0,32.0,6.0,36.0,2017,11,10,4,6912.0
1,13.69,2,67,55.0,570.0,1.0,165.0,16.0,10.0,12.0,2018,4,15,6,1920.0
1,16.11,2,33,60.0,403.0,3.0,700.0,30.0,20.0,20.0,2017,6,5,0,12000.0
1,18.59,2,41,54.0,555.0,1.0,1650.0,25.0,4.0,25.0,2017,12,6,2,2500.0
1,19.99,2,45,58.0,1674.0,2.0,4150.0,30.0,20.0,20.0,2017,11,17,4,12000.0
1,14.52,2,14,46.0,113.0,1.0,350.0,40.0,4.0,30.0,2017,5,6,5,4800.0
1,15.25,2,10,18.0,1311.0,3.0,650.0,21.0,10.0,15.0,2017,9,25,0,3150.0
1,15.58,2,10,57.0,2440.0,1.0,375.0,29.0,14.0,20.0,2018,4,13,4,8120.0
1,23.43,2,0,52.0,603.0,1.0,2900.0,22.0,29.0,16.0,2017,11,26,6,10208.0
1,13.69,2,12,48.0,515.0,1.0,3100.0,30.0,12.0,16.0,2017,10,3,1,5760.0
1,11.03,2,63,36.0,605.0,2.0,100.0,20.0,20.0,20.0,2017,2,2,3,8000.0
2,15.1,2,41,59.0,2407.0,1.0,400.0,38.0,10.0,25.0,2017,8,30,2,9500.0
1,15.65,2,63,51.0,618.0,1.0,625.0,19.0,16.0,16.0,2018,6,3,6,4864.0
1,12.72,2,45,44.0,655.0,1.0,321.0,19.0,14.0,13.0,2018,2,17,5,3458.0
2,12.79,2,14,54.0,427.0,1.0,450.0,16.0,10.0,16.0,2018,6,7,3,2560.0
2,10.96,2,73,38.0,130.0,1.0,350.0,20.0,45.0,20.0,2017,4,25,1,18000.0
2,15.18,2,64,43.0,480.0,1.0,7300.0,25.0,25.0,25.0,2017,11,22,2,15625.0
1,15.1,2,31,39.0,400.0,1.0,200.0,25.0,7.0,16.0,2017,11,27,0,2800.0
1,17.22,2,60,49.0,177.0,3.0,1500.0,25.0,50.0,35.0,2017,3,10,4,43750.0
1,12.59,2,55,54.0,2944.0,2.0,1400.0,53.0,8.0,11.0,2017,8,14,0,4664.0
1,12.22,2,14,59.0,407.0,1.0,13050.0,45.0,15.0,35.0,2017,3,23,3,23625.0
1,27.83,2,33,60.0,1164.0,5.0,3450.0,35.0,10.0,27.0,2018,4,19,3,9450.0
1,16.45,2,12,35.0,556.0,3.0,825.0,23.0,5.0,15.0,2018,2,2,4,1725.0
1,7.39,2,71,30.0,580.0,2.0,100.0,16.0,3.0,11.0,2018,3,15,3,528.0
1,15.79,2,12,54.0,116.0,1.0,350.0,19.0,11.0,15.0,2017,6,23,4,3135.0
1,18.23,2,71,58.0,751.0,5.0,300.0,17.0,4.0,12.0,2018,4,11,2,816.0
1,35.08,2,14,62.0,313.0,1.0,3500.0,45.0,15.0,35.0,2018,3,5,0,23625.0
1,33.4,2,45,35.0,1543.0,3.0,2300.0,42.0,29.0,28.0,2017,11,23,3,34104.0
1,12.75,2,55,51.0,831.0,1.0,1400.0,20.0,30.0,20.0,2018,4,9,0,12000.0
1,22.49,2,30,55.0,930.0,4.0,2300.0,30.0,24.0,30.0,2018,7,18,2,21600.0
1,25.57,2,57,37.0,559.0,2.0,10750.0,93.0,63.0,11.0,2018,1,13,5,64449.0
1,15.1,2,71,60.0,777.0,6.0,300.0,17.0,4.0,12.0,2018,1,5,4,816.0
1,18.79,2,65,58.0,1257.0,1.0,450.0,16.0,20.0,16.0,2018,8,4,5,5120.0
1,15.23,2,60,36.0,406.0,1.0,150.0,16.0,6.0,11.0,2018,5,26,5,1056.0
2,14.38,2,14,35.0,509.0,2.0,950.0,35.0,6.0,45.0,2018,7,4,2,9450.0
1,7.78,2,63,44.0,334.0,1.0,200.0,16.0,16.0,13.0,2017,11,24,4,3328.0
1,17.17,2,51,43.0,533.0,2.0,175.0,16.0,10.0,16.0,2018,7,28,5,2560.0
2,22.7,2,55,52.0,709.0,2.0,7550.0,35.0,35.0,35.0,2016,10,8,5,42875.0
2,28.68,2,69,29.0,1275.0,2.0,2750.0,60.0,10.0,16.0,2018,7,4,2,9600.0
1,31.52,2,45,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0,2018,4,30,0,8000.0
1,18.36,2,63,39.0,340.0,1.0,267.0,17.0,14.0,14.0,2018,8,6,0,3332.0
1,15.1,2,63,36.0,605.0,2.0,100.0,20.0,20.0,20.0,2018,1,19,4,8000.0
1,9.65,2,12,47.0,554.0,1.0,350.0,16.0,10.0,20.0,2018,2,15,3,3200.0
1,16.79,2,45,31.0,1078.0,2.0,200.0,39.0,2.0,30.0,2018,2,28,2,2340.0
1,19.38,2,60,60.0,343.0,5.0,350.0,30.0,20.0,20.0,2018,4,9,0,12000.0
1,18.28,2,10,38.0,135.0,1.0,700.0,46.0,7.0,28.0,2018,8,17,4,9016.0
2,22.36,2,9,53.0,603.0,1.0,5950.0,65.0,11.0,65.0,2017,6,7,2,46475.0
1,16.84,2,73,58.0,837.0,1.0,4300.0,30.0,30.0,30.0,2017,5,23,1,27000.0
1,21.43,2,14,60.0,744.0,2.0,8350.0,50.0,27.0,38.0,2017,8,11,4,51300.0
1,69.45,2,30,52.0,939.0,3.0,25600.0,65.0,72.0,35.0,2017,8,22,1,163800.0
1,16.6,2,14,52.0,408.0,1.0,1400.0,20.0,20.0,20.0,2017,11,9,3,8000.0
1,17.99,2,14,54.0,120.0,1.0,835.0,40.0,9.0,33.0,2017,7,18,1,11880.0
1,14.11,2,41,53.0,919.0,4.0,300.0,104.0,9.0,12.0,2017,3,5,6,11232.0
1,22.27,2,45,33.0,256.0,1.0,180.0,17.0,10.0,13.0,2018,5,1,1,2210.0
1,26.43,2,73,49.0,345.0,1.0,2750.0,30.0,20.0,30.0,2018,4,30,0,18000.0
1,23.48,2,73,55.0,429.0,1.0,2000.0,38.0,25.0,32.0,2018,4,19,3,30400.0
1,23.25,2,12,45.0,1410.0,1.0,200.0,20.0,20.0,20.0,2018,8,2,3,8000.0
1,15.23,2,9,51.0,817.0,2.0,150.0,20.0,6.0,17.0,2018,4,19,3,2040.0
1,19.65,2,10,58.0,1447.0,5.0,15800.0,38.0,62.0,57.0,2018,4,9,0,134292.0
1,42.38,2,12,58.0,288.0,1.0,100.0,39.0,14.0,11.0,2017,5,27,5,6006.0
1,15.47,2,45,52.0,2515.0,1.0,188.0,20.0,16.0,15.0,2018,2,5,0,4800.0
1,15.28,2,10,39.0,914.0,5.0,188.0,20.0,6.0,13.0,2017,7,5,2,1560.0
1,7.78,2,71,53.0,602.0,2.0,150.0,19.0,4.0,20.0,2017,8,1,1,1520.0
2,35.01,2,45,58.0,420.0,1.0,200.0,21.0,14.0,15.0,2017,11,20,0,4410.0
1,18.37,2,33,49.0,3823.0,1.0,1350.0,31.0,33.0,31.0,2017,9,15,4,31713.0
1,19.15,2,6,43.0,216.0,1.0,200.0,28.0,16.0,26.0,2018,8,14,1,11648.0
5,7.39,2,71,56.0,56.0,1.0,325.0,20.0,15.0,14.0,2018,4,12,3,4200.0
1,12.04,2,12,59.0,1515.0,1.0,138.0,12.0,9.0,18.0,2017,8,30,2,1944.0
1,18.27,2,33,43.0,767.0,1.0,200.0,21.0,21.0,21.0,2018,8,5,6,9261.0
1,59.29,2,56,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,2018,3,3,5,72324.0
1,8.0,2,41,56.0,1852.0,1.0,263.0,24.0,12.0,16.0,2018,6,28,3,4608.0
1,12.93,2,55,60.0,448.0,5.0,16300.0,30.0,30.0,30.0,2017,1,7,5,27000.0
1,8.29,2,3,41.0,639.0,1.0,725.0,22.0,18.0,30.0,2018,3,9,4,11880.0
1,11.85,2,25,30.0,1445.0,1.0,1513.0,15.0,12.0,12.0,2018,2,18,6,2160.0
1,7.87,2,2,59.0,982.0,1.0,150.0,17.0,13.0,13.0,2018,5,21,0,2873.0
1,23.6,2,63,52.0,567.0,8.0,1800.0,26.0,26.0,35.0,2017,11,18,5,23660.0
1,7.88,2,9,55.0,1113.0,6.0,100.0,16.0,6.0,11.0,2018,7,2,0,1056.0
1,9.43,2,14,56.0,393.0,2.0,1100.0,35.0,9.0,35.0,2018,5,29,1,11025.0
1,12.61,2,63,34.0,169.0,1.0,422.0,23.0,10.0,15.0,2018,1,11,3,3450.0
1,15.8,2,12,60.0,2894.0,1.0,200.0,17.0,11.0,15.0,2018,3,1,3,2805.0
1,13.93,2,14,51.0,626.0,2.0,800.0,16.0,10.0,16.0,2018,8,9,3,2560.0
1,21.42,2,34,54.0,588.0,8.0,300.0,22.0,14.0,22.0,2017,1,25,2,6776.0
1,28.04,2,14,59.0,628.0,3.0,3650.0,49.0,18.0,41.0,2018,5,2,2,36162.0
1,58.76,2,45,59.0,1893.0,1.0,6550.0,20.0,20.0,20.0,2018,3,14,2,8000.0
1,18.94,2,63,42.0,225.0,2.0,532.0,20.0,15.0,16.0,2017,12,16,5,4800.0
2,15.56,2,33,57.0,611.0,4.0,600.0,47.0,13.0,13.0,2017,3,4,5,7943.0
1,11.85,2,55,24.0,457.0,4.0,100.0,80.0,10.0,60.0,2017,11,25,5,48000.0
1,15.1,2,71,59.0,725.0,2.0,167.0,18.0,4.0,11.0,2017,7,6,3,792.0
1,136.8,2,33,51.0,1511.0,1.0,8000.0,55.0,25.0,45.0,2018,1,26,4,61875.0
1,16.79,2,35,34.0,240.0,12.0,200.0,29.0,7.0,16.0,2018,1,23,1,3248.0
2,7.29,2,34,59.0,409.0,3.0,150.0,16.0,9.0,20.0,2017,12,21,3,2880.0
1,18.58,2,45,58.0,548.0,1.0,150.0,16.0,14.0,11.0,2018,6,25,0,2464.0
1,18.62,2,22,60.0,327.0,1.0,21900.0,41.0,12.0,41.0,2018,2,7,2,20172.0
2,3.33,2,17,57.0,921.0,7.0,750.0,16.0,20.0,16.0,2018,7,19,3,5120.0
1,47.37,2,33,38.0,863.0,1.0,1500.0,26.0,17.0,17.0,2017,6,2,4,7514.0
1,8.72,2,73,43.0,475.0,1.0,600.0,25.0,8.0,15.0,2017,3,27,0,3000.0
1,13.75,2,15,58.0,435.0,1.0,2000.0,20.0,16.0,20.0,2017,9,21,3,6400.0
1,15.51,2,33,32.0,1042.0,1.0,200.0,18.0,11.0,13.0,2017,5,26,4,2574.0
1,13.75,2,14,60.0,405.0,1.0,1650.0,36.0,14.0,42.0,2017,7,21,4,21168.0
1,17.67,2,41,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,2017,11,24,4,19800.0
1,8.72,2,15,37.0,95.0,1.0,2150.0,52.0,12.0,42.0,2017,5,23,1,26208.0
1,18.38,2,71,54.0,713.0,4.0,150.0,17.0,10.0,13.0,2018,7,5,3,2210.0
1,20.94,2,60,42.0,157.0,1.0,3499.0,29.0,37.0,30.0,2018,8,14,1,32190.0
4,13.71,2,55,55.0,3571.0,1.0,600.0,17.0,17.0,60.0,2018,4,27,4,17340.0
1,24.13,2,12,41.0,1211.0,3.0,875.0,30.0,26.0,28.0,2017,7,8,5,21840.0
1,16.11,2,64,52.0,896.0,2.0,600.0,36.0,7.0,25.0,2018,1,7,6,6300.0
1,7.81,2,10,55.0,1158.0,2.0,400.0,30.0,10.0,30.0,2017,6,15,3,9000.0
1,13.46,2,73,37.0,256.0,4.0,5100.0,50.0,20.0,30.0,2017,8,7,0,30000.0
1,15.1,2,9,45.0,745.0,1.0,350.0,16.0,11.0,11.0,2018,1,8,0,1936.0
4,16.55,2,33,56.0,1078.0,1.0,500.0,16.0,11.0,12.0,2018,6,22,4,2112.0
1,16.95,2,55,19.0,331.0,5.0,900.0,30.0,20.0,20.0,2016,10,7,4,12000.0
1,24.85,2,13,45.0,1347.0,1.0,400.0,20.0,20.0,20.0,2017,2,9,3,8000.0
8,15.23,2,73,46.0,505.0,1.0,550.0,16.0,25.0,12.0,2018,6,8,4,4800.0
2,14.49,2,63,43.0,116.0,1.0,468.0,23.0,18.0,19.0,2018,5,16,2,7866.0
1,11.88,2,9,59.0,448.0,5.0,150.0,21.0,15.0,14.0,2018,2,13,1,4410.0
1,28.31,2,25,57.0,1214.0,1.0,4550.0,53.0,36.0,15.0,2017,12,10,6,28620.0
2,15.1,2,60,59.0,355.0,1.0,200.0,20.0,5.0,30.0,2017,10,23,0,3000.0
1,49.97,2,24,57.0,771.0,1.0,12000.0,45.0,35.0,45.0,2018,7,14,5,70875.0
2,17.42,2,60,48.0,332.0,2.0,350.0,16.0,8.0,12.0,2018,6,20,2,1536.0
2,11.15,2,55,43.0,598.0,1.0,800.0,30.0,35.0,30.0,2018,5,15,1,31500.0
1,18.63,2,21,55.0,450.0,1.0,300.0,25.0,15.0,25.0,2018,8,11,5,9375.0
1,7.78,2,71,52.0,434.0,1.0,50.0,19.0,4.0,20.0,2017,6,13,1,1520.0
1,13.98,2,45,58.0,1852.0,1.0,300.0,16.0,10.0,11.0,2018,7,10,1,1760.0
1,15.79,2,67,35.0,591.0,3.0,444.0,20.0,14.0,16.0,2017,12,18,0,4480.0
1,8.96,2,41,59.0,1105.0,9.0,600.0,21.0,8.0,13.0,2018,2,1,3,2184.0
1,11.8,2,14,52.0,248.0,1.0,2584.0,68.0,17.0,49.0,2017,12,11,0,56644.0
1,12.69,2,55,45.0,920.0,1.0,600.0,17.0,17.0,17.0,2018,3,3,5,4913.0
1,25.67,2,73,60.0,430.0,4.0,2200.0,32.0,24.0,32.0,2017,6,19,0,24576.0
1,19.97,2,14,52.0,263.0,1.0,4867.0,70.0,16.0,50.0,2018,5,28,0,56000.0
1,8.13,2,67,60.0,522.0,4.0,300.0,16.0,2.0,11.0,2017,11,3,4,352.0
1,16.79,2,45,34.0,1078.0,2.0,250.0,41.0,2.0,29.0,2017,9,26,1,2378.0
1,35.65,2,33,40.0,977.0,1.0,3663.0,27.0,27.0,27.0,2018,7,18,2,19683.0
1,21.18,2,12,45.0,494.0,3.0,925.0,25.0,6.0,16.0,2018,1,1,0,2400.0
2,29.1,2,12,49.0,647.0,1.0,1800.0,30.0,20.0,15.0,2018,2,11,6,9000.0
1,17.81,2,64,52.0,434.0,1.0,300.0,30.0,15.0,30.0,2017,3,26,6,13500.0
1,13.51,2,27,53.0,629.0,1.0,975.0,37.0,31.0,17.0,2018,4,22,6,19499.0
1,21.47,2,14,63.0,665.0,1.0,2374.0,42.0,11.0,36.0,2017,8,21,0,16632.0
1,11.39,2,33,53.0,3189.0,7.0,3775.0,35.0,30.0,30.0,2018,4,14,5,31500.0
1,15.23,2,13,21.0,587.0,2.0,100.0,20.0,20.0,20.0,2018,5,4,4,8000.0
1,12.93,2,12,49.0,1495.0,3.0,600.0,33.0,19.0,13.0,2017,12,22,4,8151.0
1,15.1,2,37,42.0,367.0,6.0,350.0,16.0,5.0,20.0,2017,11,26,6,1600.0
1,7.78,2,12,51.0,247.0,2.0,200.0,25.0,10.0,20.0,2017,12,26,1,5000.0
1,23.06,2,13,58.0,682.0,3.0,1200.0,35.0,20.0,28.0,2018,8,5,6,19600.0
1,18.62,2,33,35.0,1058.0,1.0,350.0,17.0,17.0,17.0,2018,5,17,3,4913.0
1,11.91,2,33,57.0,3119.0,11.0,375.0,29.0,15.0,15.0,2017,9,20,2,6525.0
1,8.31,2,73,50.0,273.0,1.0,500.0,37.0,3.0,11.0,2018,2,3,5,1221.0
1,9.26,2,13,52.0,752.0,3.0,1232.0,38.0,18.0,25.0,2018,5,23,2,17100.0
1,24.14,2,64,52.0,514.0,2.0,4800.0,82.0,8.0,39.0,2017,3,24,4,25584.0
1,18.23,2,9,27.0,496.0,1.0,1933.0,28.0,13.0,14.0,2018,6,28,3,5096.0
1,15.11,2,14,38.0,735.0,5.0,800.0,20.0,20.0,20.0,2018,1,16,1,8000.0
1,22.12,2,50,51.0,593.0,1.0,750.0,31.0,3.0,27.0,2018,5,11,4,2511.0
2,0.0,2,41,56.0,348.0,2.0,1550.0,30.0,22.0,30.0,2018,5,2,2,19800.0
1,7.47,2,2,59.0,982.0,1.0,150.0,17.0,13.0,13.0,2018,8,8,2,2873.0
1,0.12,2,55,50.0,676.0,2.0,1750.0,35.0,23.0,35.0,2018,4,23,0,28175.0
1,50.77,2,9,52.0,796.0,3.0,11300.0,60.0,60.0,18.0,2017,9,5,1,64800.0
1,13.08,2,33,57.0,731.0,1.0,145.0,22.0,18.0,14.0,2018,3,15,3,5544.0
1,13.65,2,33,60.0,531.0,5.0,700.0,100.0,19.0,19.0,2018,1,28,6,36100.0
1,13.51,2,33,55.0,1129.0,1.0,300.0,18.0,12.0,14.0,2018,3,12,0,3024.0
1,18.23,2,71,49.0,1438.0,2.0,125.0,19.0,5.0,11.0,2018,6,5,1,1045.0
1,15.31,2,45,47.0,493.0,1.0,245.0,19.0,14.0,14.0,2017,7,17,0,3724.0
3,9.27,2,67,58.0,3006.0,2.0,1000.0,53.0,8.0,18.0,2018,3,16,4,7632.0
1,26.9,2,12,60.0,3244.0,1.0,3575.0,21.0,18.0,22.0,2018,6,12,1,8316.0
1,17.23,2,9,47.0,1548.0,3.0,500.0,16.0,12.0,17.0,2018,4,25,2,3264.0
2,16.69,2,41,54.0,2155.0,1.0,509.0,17.0,13.0,13.0,2017,11,12,6,2873.0
1,14.1,2,71,52.0,1028.0,3.0,275.0,18.0,4.0,12.0,2017,9,1,4,864.0
1,37.97,2,41,57.0,366.0,2.0,1650.0,30.0,22.0,30.0,2017,8,26,5,19800.0
1,39.79,2,14,57.0,430.0,1.0,2750.0,42.0,11.0,36.0,2017,4,26,2,16632.0
1,15.79,2,31,43.0,538.0,1.0,150.0,30.0,10.0,20.0,2017,11,25,5,6000.0
1,20.12,2,63,59.0,874.0,1.0,525.0,16.0,16.0,18.0,2018,4,13,4,4608.0
1,12.13,2,12,59.0,492.0,3.0,250.0,22.0,10.0,18.0,2017,8,9,2,3960.0
2,52.69,2,45,59.0,636.0,1.0,800.0,35.0,12.0,15.0,2017,7,22,5,6300.0
1,10.96,2,72,53.0,318.0,4.0,100.0,16.0,5.0,13.0,2017,1,17,1,1040.0
1,22.53,2,73,35.0,181.0,1.0,2958.0,35.0,23.0,29.0,2017,9,20,2,23345.0
1,14.1,2,13,41.0,515.0,1.0,600.0,18.0,13.0,15.0,2018,3,4,6,3510.0
1,19.92,2,13,59.0,1075.0,4.0,850.0,25.0,40.0,15.0,2018,7,16,0,15000.0
2,15.23,2,0,52.0,603.0,1.0,100.0,16.0,11.0,12.0,2018,3,7,2,2112.0
1,13.71,2,33,58.0,2170.0,1.0,500.0,24.0,20.0,20.0,2018,5,3,3,9600.0
1,43.61,2,25,57.0,1227.0,1.0,6200.0,76.0,28.0,18.0,2018,7,23,0,38304.0
1,11.21,2,55,45.0,660.0,1.0,3450.0,23.0,35.0,35.0,2018,6,22,4,28175.0
1,18.0,2,45,35.0,1101.0,1.0,250.0,42.0,2.0,30.0,2017,1,29,6,2520.0
1,15.1,2,71,60.0,818.0,6.0,300.0,17.0,4.0,12.0,2017,12,26,1,816.0
1,21.05,2,52,49.0,415.0,6.0,1150.0,35.0,25.0,25.0,2018,2,21,2,21875.0
1,60.2,2,56,46.0,1350.0,1.0,11875.0,57.0,55.0,22.0,2017,9,28,3,68970.0
1,15.15,2,17,54.0,923.0,8.0,1050.0,16.0,27.0,16.0,2018,7,15,6,6912.0
1,19.85,2,64,63.0,1538.0,2.0,650.0,21.0,18.0,20.0,2018,8,10,4,7560.0
1,7.78,2,8,58.0,675.0,2.0,167.0,16.0,4.0,11.0,2018,1,30,1,704.0
1,7.79,2,12,56.0,389.0,1.0,300.0,16.0,5.0,15.0,2018,7,3,1,1200.0
1,17.38,2,27,47.0,1060.0,1.0,1815.0,29.0,21.0,23.0,2017,12,23,5,14007.0
1,7.78,2,45,58.0,395.0,1.0,217.0,16.0,14.0,14.0,2017,8,19,5,3136.0
1,67.19,2,55,53.0,191.0,4.0,6500.0,104.0,6.0,54.0,2018,5,7,0,33696.0
1,21.39,2,27,60.0,585.0,2.0,2300.0,53.0,40.0,22.0,2017,8,6,6,46640.0
1,16.97,2,45,33.0,256.0,1.0,180.0,17.0,10.0,13.0,2018,3,2,4,2210.0
1,8.07,2,56,59.0,1296.0,1.0,13388.0,54.0,47.0,28.0,2018,2,24,5,71064.0
1,18.45,2,33,42.0,660.0,1.0,2150.0,41.0,10.0,35.0,2018,4,22,6,14350.0
